word	pos	votes	roles
surgical	adj	1	wordlist-3
surpass	v	1	wordlist-2
surplus	adj	1	wordlist-2
surplus	n	2	wordlist-2,wordlist-3
surprise	n	1	wordlist-1
surprise	v	1	wordlist-1
surprised	adj	1	wordlist-1
surprisingly	adv	1	wordlist-3
surrender	n	2	wordlist-1,wordlist-2
surrender	v	2	wordlist-1,wordlist-2
surround	v	1	wordlist-1
survey	n	2	wordlist-1,wordlist-2
survey	v	2	wordlist-1,wordlist-2
survival	adj	1	wordlist-1
survival	n	1	wordlist-1
survive	v	1	wordlist-1
survivor	n	1	wordlist-1
suspect	n	1	wordlist-1
suspect	v	1	wordlist-1
suspenders	n	1	wordlist-3
suspense	n	1	wordlist-2
suspicion	n	2	wordlist-2,wordlist-3
suspicious	adj	3	wordlist-1,wordlist-2,wordlist-3
sustainability	n	1	wordlist-1
sustainable	adj	2	wordlist-1,wordlist-3
swallow	v	2	wordlist-1,wordlist-2
swamp	n	2	wordlist-2,wordlist-3
swarm	n	1	wordlist-2
swarm	v	1	wordlist-2
sway	n	1	wordlist-2
sway	v	1	wordlist-2
sweat	n	1	wordlist-2
sweat	v	1	wordlist-2
sweater	n	1	wordlist-2
sweatpants	n	1	wordlist-3
sweatshirt	n	1	wordlist-3
sweep	n	1	wordlist-2
sweep	v	2	wordlist-1,wordlist-2
sweet	adj	2	wordlist-1,wordlist-3
swell	v	2	wordlist-2,wordlist-3
swelling	n	3	wordlist-1,wordlist-2,wordlist-3
sweltering	adj	1	wordlist-2
swim	v	1	wordlist-3
swimming	n	1	wordlist-3
swimwear	n	1	wordlist-3
swipe	v	1	wordlist-3
switch	n	2	wordlist-1,wordlist-3
switch	v	2	wordlist-1,wordlist-3
swollen	adj	1	wordlist-1
syllabus	n	1	wordlist-2
symbolic	adj	1	wordlist-2
symbolism	n	1	wordlist-2
symmetrical	adj	1	wordlist-2
symmetry	n	1	wordlist-2
sympathetic	adj	1	wordlist-2
sympathize	v	1	wordlist-2
sympathy	n	2	wordlist-1,wordlist-2
symphony	n	1	wordlist-2
symptom	n	3	wordlist-1,wordlist-2,wordlist-3
synagogue	n	1	wordlist-2
syndrome	n	1	wordlist-2
synergy	n	1	wordlist-2
synonym	n	1	wordlist-2
synthesis	n	1	wordlist-2
synthesize	v	1	wordlist-2
synthetic	adj	2	wordlist-1,wordlist-2
synthetic	n	1	wordlist-2
syringe	n	2	wordlist-2,wordlist-3
syrup	n	2	wordlist-2,wordlist-3
system	n	2	wordlist-1,wordlist-3
tab	n	1	wordlist-3
table	n	1	wordlist-1
tablecloth	n	2	wordlist-2,wordlist-3
tablet	n	3	wordlist-1,wordlist-2,wordlist-3
tackle	n	1	wordlist-2
tackle	v	1	wordlist-2
tactful	adj	1	wordlist-2
tactical	adj	1	wordlist-2
tactics	n	1	wordlist-2
tactless	adj	1	wordlist-2
tail	n	1	wordlist-3
tailor	n	2	wordlist-1,wordlist-2
tailor	v	2	wordlist-1,wordlist-2
tailored	adj	1	wordlist-3
take	v	1	wordlist-3
take after	phrv	1	wordlist-3
take after	v	1	wordlist-2
take apart	phrv	1	wordlist-1
take away	phrv	1	wordlist-3
take back	phrv	1	wordlist-3
take care	phr	1	wordlist-3
take care of	phrv	1	wordlist-3
take off	phrv	2	wordlist-1,wordlist-3
take on	phrv	1	wordlist-1
take out	phrv	2	wordlist-1,wordlist-3
take over	phrv	2	wordlist-1,wordlist-3
take part	phrv	1	wordlist-3
take place	phr	1	wordlist-2
take up	phrv	1	wordlist-3
takeaway	n	3	wordlist-1,wordlist-2,wordlist-3
takeout	n	1	wordlist-3
takeover	n	1	wordlist-2
talent	n	1	wordlist-1
talented	adj	2	wordlist-1,wordlist-2
talk over	phrv	1	wordlist-3
tame	adj	2	wordlist-2,wordlist-3
tame	v	2	wordlist-2,wordlist-3
tangy	adj	1	wordlist-2
tank top	n	1	wordlist-3
tanker	n	1	wordlist-2
tanned	adj	2	wordlist-1,wordlist-2
tap	n	3	wordlist-1,wordlist-2,wordlist-3
tap	v	2	wordlist-2,wordlist-3
tape	n	1	wordlist-1
tardy	adj	1	wordlist-2
tariff	n	1	wordlist-2
tarnish	n	1	wordlist-2
tarnish	v	1	wordlist-2
tart	adj	1	wordlist-3
taste	n	2	wordlist-1,wordlist-3
taste	v	3	wordlist-1,wordlist-2,wordlist-3
tasty	adj	2	wordlist-2,wordlist-3
tavern	n	1	wordlist-2
tax	n	1	wordlist-1
tax	v	1	wordlist-1
taxable	adj	1	wordlist-1
taxi	n	1	wordlist-1
taxi rank	n	1	wordlist-3
tba	abbr	1	wordlist-3
tbd	abbr	1	wordlist-3
tbh	abbr	1	wordlist-2
teach	v	1	wordlist-1
team	n	1	wordlist-3
tear	n	2	wordlist-1,wordlist-2
tear	v	2	wordlist-1,wordlist-2
tear up	phrv	2	wordlist-1,wordlist-2
technical	adj	1	wordlist-1
technically	adv	1	wordlist-3
technique	n	1	wordlist-1
technology	n	1	wordlist-1
teenager	n	1	wordlist-1
tel.	abbr	1	wordlist-1
tele-	comb	2	wordlist-1,wordlist-2
telemarketing	n	1	wordlist-2
tell off	v	1	wordlist-2
teller	n	1	wordlist-2
temper	n	2	wordlist-1,wordlist-2
temperament	n	2	wordlist-1,wordlist-2
temperamental	adj	1	wordlist-2
temperate	adj	1	wordlist-3
temperature	n	1	wordlist-1
temple	n	1	wordlist-2
tempo	n	1	wordlist-2
temporarily	adv	2	wordlist-1,wordlist-2
temporary	adj	2	wordlist-1,wordlist-2
tenacious	adj	1	wordlist-2
tenacity	n	1	wordlist-2
tenant	n	2	wordlist-1,wordlist-2
tend	v	1	wordlist-2
tendency	n	1	wordlist-2
tender	adj	3	wordlist-1,wordlist-2,wordlist-3
tender	n	1	wordlist-2
tender	v	1	wordlist-2
tenderness	n	1	wordlist-2
tendon	n	2	wordlist-2,wordlist-3
tenement	n	1	wordlist-2
tennis	n	1	wordlist-3
tense	adj	1	wordlist-2
tensile	adj	1	wordlist-2
tension	n	1	wordlist-2
tentatively	adv	1	wordlist-2
tenth	num	1	wordlist-2
term	n	1	wordlist-1
terminal	adj	2	wordlist-2,wordlist-3
terminal	n	3	wordlist-1,wordlist-2,wordlist-3
terminology	n	1	wordlist-2
terrace	n	2	wordlist-1,wordlist-2
terrain	n	3	wordlist-1,wordlist-2,wordlist-3
terrestrial	adj	1	wordlist-3
terrible	adj	2	wordlist-1,wordlist-3
terribly	adv	1	wordlist-3
terrific	adj	1	wordlist-2
terrifically	adv	1	wordlist-2
terrified	adj	1	wordlist-2
terrorism	n	2	wordlist-1,wordlist-2
terrorist	adj	1	wordlist-2
terrorist	n	2	wordlist-1,wordlist-2
tertiary	adj	1	wordlist-2
test	n	1	wordlist-1
test	v	1	wordlist-1
testify	v	1	wordlist-2
testimony	n	1	wordlist-2
text	v	1	wordlist-1
textile	n	1	wordlist-3
texture	n	2	wordlist-1,wordlist-2
than	conj	1	wordlist-3
thanks	interj	1	wordlist-3
thaw	n	1	wordlist-2
thaw	v	3	wordlist-1,wordlist-2,wordlist-3
theatre	n	2	wordlist-1,wordlist-3
theatrical	adj	1	wordlist-2
theft	n	1	wordlist-1
theirs	pron	1	wordlist-2
theme	n	1	wordlist-2
theoretical	adj	2	wordlist-1,wordlist-2
theorize	v	1	wordlist-3
theory	n	1	wordlist-1
therapist	n	2	wordlist-1,wordlist-2
therapy	n	3	wordlist-1,wordlist-2,wordlist-3
therefore	adv	2	wordlist-1,wordlist-3
thermal	adj	1	wordlist-2
thermostat	n	2	wordlist-1,wordlist-2
thesis	n	2	wordlist-2,wordlist-3
thick	adj	1	wordlist-1
thickness	n	1	wordlist-3
thin	adj	1	wordlist-1
think over	phrv	1	wordlist-3
thirst	n	1	wordlist-3
thirsty	adj	1	wordlist-1
thorn	n	1	wordlist-2
thoroughly	adv	1	wordlist-2
though	conj	2	wordlist-1,wordlist-3
thoughtful	adj	3	wordlist-1,wordlist-2,wordlist-3
thoughtless	adj	2	wordlist-1,wordlist-2
thread	n	1	wordlist-1
threat	n	1	wordlist-1
threaten	v	1	wordlist-1
thresh	v	1	wordlist-3
thrilled	adj	1	wordlist-1
thriller	n	1	wordlist-2
thrive	v	1	wordlist-2
throat	n	1	wordlist-1
throb	v	2	wordlist-2,wordlist-3
throughout	prep	3	wordlist-1,wordlist-2,wordlist-3
throw away	phrv	2	wordlist-1,wordlist-3
throw up	phrv	2	wordlist-1,wordlist-2
thrust	n	1	wordlist-2
thrust	v	1	wordlist-2
thud	n	1	wordlist-2
thud	v	1	wordlist-2
thunder	n	2	wordlist-1,wordlist-3
thunderstorm	n	1	wordlist-2
thus	adv	2	wordlist-1,wordlist-3
ticket	n	1	wordlist-3
tickle	v	1	wordlist-2
tidal	adj	1	wordlist-3
tide	n	3	wordlist-1,wordlist-2,wordlist-3
tidy	adj	2	wordlist-1,wordlist-2
tidy	v	2	wordlist-1,wordlist-2
tidy up	phrv	2	wordlist-1,wordlist-3
tie	n	1	wordlist-3
tie	v	1	wordlist-1
tiger	n	1	wordlist-3
tight	adj	3	wordlist-1,wordlist-2,wordlist-3
tighten	v	1	wordlist-2
tights	n	1	wordlist-3
tile	n	1	wordlist-2
tile	v	1	wordlist-2
till	v	1	wordlist-3
tilt	n	1	wordlist-2
tilt	v	1	wordlist-2
timber	n	1	wordlist-2
timeline	n	1	wordlist-2
timetable	n	2	wordlist-1,wordlist-2
timid	adj	1	wordlist-2
tin	n	1	wordlist-1
tingle	n	2	wordlist-1,wordlist-2
tingle	v	2	wordlist-1,wordlist-2
tinned	adj	1	wordlist-1
tint	n	1	wordlist-2
tint	v	1	wordlist-2
tiny	adj	2	wordlist-2,wordlist-3
tip	n	1	wordlist-1
tire	n	1	wordlist-2
tiredness	n	1	wordlist-1
tissue	n	3	wordlist-1,wordlist-2,wordlist-3
title	n	1	wordlist-1
to be honest	phr	1	wordlist-2
toad	n	1	wordlist-3
toast	n	1	wordlist-3
toast	v	1	wordlist-3
toaster	n	2	wordlist-1,wordlist-2
toddler	n	2	wordlist-1,wordlist-2
together	adv	1	wordlist-1
toiletry	n	1	wordlist-1
tolerance	n	3	wordlist-1,wordlist-2,wordlist-3
tolerant	adj	2	wordlist-1,wordlist-2
tolerate	v	1	wordlist-2
toll	n	1	wordlist-2
tone	n	2	wordlist-1,wordlist-2
tool	n	1	wordlist-1
toolbar	n	1	wordlist-3
toothpaste	n	1	wordlist-1
topic	n	1	wordlist-1
topical	adj	1	wordlist-3
torn	adj	1	wordlist-3
tornado	n	3	wordlist-1,wordlist-2,wordlist-3
torrential	adj	1	wordlist-2
torso	n	1	wordlist-2
toss	v	1	wordlist-2
totally	adv	2	wordlist-1,wordlist-3
tote	n	1	wordlist-3
touch	n	1	wordlist-1
touch	v	1	wordlist-1
touchscreen	n	1	wordlist-1
tough	adj	3	wordlist-1,wordlist-2,wordlist-3
toughly	adv	1	wordlist-3
toughness	n	1	wordlist-2
tourism	n	1	wordlist-1
tourist	n	1	wordlist-1
tournament	n	2	wordlist-2,wordlist-3
tow	n	1	wordlist-2
tow	v	1	wordlist-2
toward	prep	2	wordlist-1,wordlist-3
towards	prep	1	wordlist-3
towel	n	1	wordlist-1
tower	n	1	wordlist-1
town hall	n	1	wordlist-3
townhouse	n	1	wordlist-1
toxic	adj	2	wordlist-2,wordlist-3
toxicity	n	1	wordlist-2
toy	n	1	wordlist-3
track	n	1	wordlist-3
tract	n	1	wordlist-2
tractor	n	2	wordlist-1,wordlist-3
trade	n	1	wordlist-1
trade	v	1	wordlist-1
trademark	n	1	wordlist-2
traditional	adj	1	wordlist-1
traffic	n	1	wordlist-1
traffic	v	1	wordlist-1
traffic jam	n	1	wordlist-1
traffic light	n	1	wordlist-3
trailer	n	1	wordlist-2
trainee	n	1	wordlist-2
trainer	n	1	wordlist-3
training	n	1	wordlist-1
trajectory	n	1	wordlist-2
tram	n	1	wordlist-2
tranquil	adj	1	wordlist-2
trans-	prefix	3	wordlist-1,wordlist-2,wordlist-3
transfer	n	1	wordlist-1
transfer	v	1	wordlist-1
transform	v	1	wordlist-2
transformation	n	1	wordlist-2
transit	n	1	wordlist-2
transit	v	1	wordlist-2
transition	n	1	wordlist-2
transition	v	1	wordlist-2
translate	v	2	wordlist-1,wordlist-2
translation	n	2	wordlist-1,wordlist-2
translator	n	1	wordlist-2
translucent	adj	1	wordlist-2
transparent	adj	2	wordlist-1,wordlist-2
transplant	n	1	wordlist-3
transplant	v	1	wordlist-3
transport	n	1	wordlist-1
transport	v	1	wordlist-1
trap	n	1	wordlist-1
trap	v	1	wordlist-1
trash can	n	1	wordlist-2
trauma	n	1	wordlist-3
travel	v	1	wordlist-1
traverse	v	1	wordlist-2
tray	n	3	wordlist-1,wordlist-2,wordlist-3
treat	v	1	wordlist-3
treatment	n	1	wordlist-1
treaty	n	2	wordlist-1,wordlist-2
trek	n	1	wordlist-2
trek	v	1	wordlist-2
tremendously	adv	1	wordlist-2
tremor	n	2	wordlist-2,wordlist-3
trench coat	n	1	wordlist-3
trend	n	2	wordlist-1,wordlist-2
trendy	adj	1	wordlist-2
tri-	comb	1	wordlist-3
trial	n	2	wordlist-1,wordlist-2
triangular	adj	1	wordlist-2
triathlon	n	1	wordlist-2
tributary	n	2	wordlist-2,wordlist-3
trickily	adv	1	wordlist-3
tricky	adj	2	wordlist-2,wordlist-3
trigger	n	1	wordlist-2
trigger	v	1	wordlist-2
trillion	num	1	wordlist-2
trim	n	1	wordlist-2
trim	v	1	wordlist-2
trip	n	1	wordlist-1
trivial	adj	1	wordlist-2
troop	n	1	wordlist-2
trophy	n	1	wordlist-2
tropical	adj	3	wordlist-1,wordlist-2,wordlist-3
troublesome	adj	1	wordlist-2
trout	n	1	wordlist-3
truce	n	1	wordlist-2
truly	adv	1	wordlist-3
truncate	v	1	wordlist-2
trunk	n	2	wordlist-1,wordlist-2
trunks	n	1	wordlist-3
trust	n	1	wordlist-1
trust	v	1	wordlist-1
trustworthy	adj	1	wordlist-2
truth	n	1	wordlist-1
truthful	adj	1	wordlist-3
truthfully	adv	1	wordlist-3
try on	phrv	2	wordlist-1,wordlist-3
try out	phrv	1	wordlist-3
tsunami	n	1	wordlist-3
tuberculosis	n	1	wordlist-3
tuck	v	1	wordlist-2
tug	n	1	wordlist-2
tug	v	1	wordlist-2
tuition	n	1	wordlist-2
tumble	n	1	wordlist-2
tumble	v	1	wordlist-2
tumor	n	2	wordlist-2,wordlist-3
tuna	n	1	wordlist-3
tundra	n	1	wordlist-3
tune	n	2	wordlist-1,wordlist-3
tunic	n	2	wordlist-2,wordlist-3
tunnel	n	1	wordlist-3
turkey	n	1	wordlist-3
turn	v	3	wordlist-1,wordlist-2,wordlist-3
turn around	phrv	3	wordlist-1,wordlist-2,wordlist-3
turn back	phrv	1	wordlist-1
turn down	phrv	2	wordlist-1,wordlist-3
turn down	v	1	wordlist-2
turn into	phrv	1	wordlist-3
turn off	phrv	2	wordlist-1,wordlist-3
turn on	phrv	2	wordlist-1,wordlist-3
turn out	phrv	1	wordlist-2
turn up	phrv	2	wordlist-1,wordlist-3
turnover	n	1	wordlist-2
turtle	n	1	wordlist-3
turtleneck	n	1	wordlist-3
tusk	n	1	wordlist-2
tutor	n	1	wordlist-2
tutor	v	1	wordlist-2
tutorial	n	1	wordlist-1
tv	abbr	2	wordlist-2,wordlist-3
tweezers	n	1	wordlist-2
twig	n	1	wordlist-2
twilight	n	2	wordlist-2,wordlist-3
twist	n	1	wordlist-2
twist	v	2	wordlist-1,wordlist-2
type	v	1	wordlist-1
typhoon	n	2	wordlist-2,wordlist-3
typical	adj	3	wordlist-1,wordlist-2,wordlist-3
typically	adv	2	wordlist-2,wordlist-3
typo	n	1	wordlist-2
tyranny	n	1	wordlist-2
tyre	n	2	wordlist-1,wordlist-2
uh	interj	1	wordlist-3
ui	abbr	1	wordlist-2
uk	abbr	1	wordlist-3
ulcer	n	1	wordlist-3
ultimate	adj	1	wordlist-2
ultimately	adv	2	wordlist-2,wordlist-3
ultrasound	n	1	wordlist-3
umbrella	n	2	wordlist-2,wordlist-3
un-	prefix	1	wordlist-3
unable	adj	1	wordlist-1
unaware	adj	1	wordlist-3
unbutton	v	1	wordlist-2
uncertain	adj	2	wordlist-1,wordlist-3
uncertainty	n	1	wordlist-3
unclog	v	1	wordlist-2
uncomfortable	adj	1	wordlist-1
uncommon	adj	1	wordlist-3
uncommonly	adv	1	wordlist-3
unconditional	adj	1	wordlist-2
unconscious	adj	2	wordlist-2,wordlist-3
unconventional	adj	1	wordlist-2
uncover	v	1	wordlist-3
undeniable	adj	1	wordlist-2
undeniably	adv	1	wordlist-2
under-	prefix	3	wordlist-1,wordlist-2,wordlist-3
underage	adj	1	wordlist-1
undercooked	adj	1	wordlist-1
underestimate	v	1	wordlist-3
undergraduate	n	1	wordlist-2
underground	adv	1	wordlist-2
underneath	adv	1	wordlist-2
underneath	prep	2	wordlist-2,wordlist-3
underpass	n	2	wordlist-2,wordlist-3
underscore	v	1	wordlist-3
undershirt	n	1	wordlist-3
understanding	n	1	wordlist-1
underwear	n	3	wordlist-1,wordlist-2,wordlist-3
undoubtedly	adv	1	wordlist-2
unduly	adv	1	wordlist-3
uneasy	adj	1	wordlist-2
unemployed	adj	1	wordlist-1
unemployment	n	1	wordlist-1
uneven	adj	2	wordlist-2,wordlist-3
unexpected	adj	1	wordlist-3
unexpectedly	adv	1	wordlist-3
unfair	adj	1	wordlist-1
unfamiliar	adj	1	wordlist-1
unfasten	v	2	wordlist-1,wordlist-2
unfold	v	2	wordlist-1,wordlist-2
unfortunately	adv	2	wordlist-1,wordlist-3
unfriendly	adj	1	wordlist-1
unfurnished	adj	2	wordlist-1,wordlist-2
unhealthy	adj	1	wordlist-1
uniform	n	1	wordlist-1
union	n	1	wordlist-1
unique	adj	2	wordlist-1,wordlist-3
uniquely	adv	1	wordlist-3
unit	n	1	wordlist-3
univ.	abbr	1	wordlist-1
unless	conj	3	wordlist-1,wordlist-2,wordlist-3
unlike	prep	3	wordlist-1,wordlist-2,wordlist-3
unlikely	adj	1	wordlist-1
unload	v	1	wordlist-1
unlock	v	1	wordlist-1
unpack	v	1	wordlist-1
unplug	v	2	wordlist-1,wordlist-2
unpredictable	adj	1	wordlist-2
unsatisfactory	adj	1	wordlist-2
unskilled	adj	1	wordlist-2
untidy	adj	1	wordlist-1
untie	v	1	wordlist-1
unusual	adj	3	wordlist-1,wordlist-2,wordlist-3
unusually	adv	2	wordlist-2,wordlist-3
unwind	v	1	wordlist-2
unwrap	v	2	wordlist-1,wordlist-2
unzip	v	1	wordlist-2
up-	prefix	1	wordlist-3
up-to-date	adj	1	wordlist-3
upbringing	n	2	wordlist-1,wordlist-2
update	n	2	wordlist-1,wordlist-3
update	v	2	wordlist-1,wordlist-3
upgrade	n	1	wordlist-1
upgrade	v	1	wordlist-1
upholstery	n	1	wordlist-2
upload	n	2	wordlist-1,wordlist-3
upload	v	2	wordlist-1,wordlist-3
upmarket	adj	1	wordlist-1
upon	prep	3	wordlist-1,wordlist-2,wordlist-3
upright	adj	1	wordlist-2
upright	adv	1	wordlist-2
upset	adj	1	wordlist-1
upset	v	1	wordlist-1
upstairs	adv	2	wordlist-1,wordlist-2
upstream	adj	1	wordlist-3
uptown	n	1	wordlist-3
upward	adj	1	wordlist-2
upward	adv	1	wordlist-1
upwards	adv	1	wordlist-2
urban	adj	3	wordlist-1,wordlist-2,wordlist-3
urinate	v	1	wordlist-2
urine	n	1	wordlist-2
url	abbr	2	wordlist-2,wordlist-3
us	abbr	1	wordlist-3
usa	abbr	1	wordlist-3
usb	abbr	1	wordlist-2
use up	phrv	1	wordlist-3
used to	modal	1	wordlist-3
useful	adj	1	wordlist-1
user	n	2	wordlist-1,wordlist-3
username	n	2	wordlist-1,wordlist-3
usual	adj	1	wordlist-1
usually	adv	2	wordlist-1,wordlist-3
utensil	n	2	wordlist-1,wordlist-2
utility	n	1	wordlist-1
utter	adj	1	wordlist-3
utterly	adv	2	wordlist-2,wordlist-3
ux	abbr	1	wordlist-2
vacancy	n	1	wordlist-1
vacant	adj	1	wordlist-1
vaccinate	v	2	wordlist-1,wordlist-2
vaccination	n	1	wordlist-1
vaccine	n	3	wordlist-1,wordlist-2,wordlist-3
vacuum	n	1	wordlist-1
vacuum	v	2	wordlist-1,wordlist-2
vacuum cleaner	n	1	wordlist-2
vague	adj	3	wordlist-1,wordlist-2,wordlist-3
vain	adj	1	wordlist-2
valid	adj	3	wordlist-1,wordlist-2,wordlist-3
validate	v	2	wordlist-2,wordlist-3
validity	n	1	wordlist-2
validly	adv	1	wordlist-3
valley	n	3	wordlist-1,wordlist-2,wordlist-3
valuable	adj	2	wordlist-1,wordlist-2
valuables	n	1	wordlist-1
value	n	1	wordlist-1
valve	n	1	wordlist-3
van	n	2	wordlist-1,wordlist-2
vanilla	n	1	wordlist-3
vanity	n	1	wordlist-2
vapor	n	1	wordlist-2
vaporize	v	1	wordlist-2
vapour	n	1	wordlist-1
variable	adj	1	wordlist-2
variable	n	2	wordlist-1,wordlist-2
various	adj	1	wordlist-1
vary	v	1	wordlist-1
vast	adj	2	wordlist-2,wordlist-3
vastly	adv	2	wordlist-2,wordlist-3
vat	abbr	1	wordlist-2
vegan	adj	2	wordlist-1,wordlist-2
vegan	n	2	wordlist-1,wordlist-2
vegetarian	adj	3	wordlist-1,wordlist-2,wordlist-3
vegetarian	n	2	wordlist-1,wordlist-2
vegetation	n	3	wordlist-1,wordlist-2,wordlist-3
vehicle	n	1	wordlist-1
vein	n	2	wordlist-2,wordlist-3
velvet	n	2	wordlist-2,wordlist-3
vendor	n	1	wordlist-2
venom	n	1	wordlist-2
venomous	adj	1	wordlist-2
ventilate	v	1	wordlist-2
ventilation	n	2	wordlist-1,wordlist-2
ventilator	n	1	wordlist-3
venue	n	2	wordlist-1,wordlist-2
veranda	n	1	wordlist-2
verdict	n	1	wordlist-2
verify	v	1	wordlist-3
versatile	adj	1	wordlist-2
verse	n	1	wordlist-2
version	n	1	wordlist-1
versus	prep	3	wordlist-1,wordlist-2,wordlist-3
vertical	adj	2	wordlist-1,wordlist-2
vessel	n	1	wordlist-2
vest	n	2	wordlist-2,wordlist-3
veterinarian	n	1	wordlist-1
via	prep	3	wordlist-1,wordlist-2,wordlist-3
viability	n	1	wordlist-2
viable	adj	1	wordlist-2
vicinity	n	1	wordlist-2
victim	n	1	wordlist-1
video	n	2	wordlist-1,wordlist-3
video game	n	1	wordlist-3
view	n	1	wordlist-1
view	v	1	wordlist-1
viewpoint	n	1	wordlist-3
vigilant	adj	1	wordlist-2
vigorously	adv	1	wordlist-2
vindictive	adj	1	wordlist-2
vine	n	1	wordlist-2
vinegar	n	3	wordlist-1,wordlist-2,wordlist-3
vineyard	n	1	wordlist-3
violate	v	2	wordlist-1,wordlist-2
violation	n	2	wordlist-1,wordlist-2
violence	n	1	wordlist-1
violent	adj	1	wordlist-1
violin	n	1	wordlist-3
vip	abbr	2	wordlist-2,wordlist-3
virtual	adj	2	wordlist-1,wordlist-3
virtually	adv	3	wordlist-1,wordlist-2,wordlist-3
virus	n	2	wordlist-1,wordlist-3
vis-à-vis	prep	1	wordlist-2
visa	n	2	wordlist-1,wordlist-2
viscosity	n	1	wordlist-2
viscous	adj	1	wordlist-2
visible	adj	1	wordlist-1
vision	n	1	wordlist-1
visual	adj	2	wordlist-1,wordlist-2
vital	adj	2	wordlist-2,wordlist-3
vitally	adv	1	wordlist-3
vitamin	n	2	wordlist-1,wordlist-2
vivid	adj	2	wordlist-1,wordlist-2
vocabulary	n	2	wordlist-1,wordlist-2
vocation	n	1	wordlist-2
vocational	adj	1	wordlist-2
voice	n	1	wordlist-1
volatile	adj	1	wordlist-2
volatility	n	1	wordlist-2
volcano	n	3	wordlist-1,wordlist-2,wordlist-3
volleyball	n	1	wordlist-3
volume	n	3	wordlist-1,wordlist-2,wordlist-3
volunteer	n	2	wordlist-1,wordlist-2
volunteer	v	2	wordlist-1,wordlist-2
vomit	n	1	wordlist-1
vomit	v	3	wordlist-1,wordlist-2,wordlist-3
vote	n	2	wordlist-1,wordlist-2
vote	v	2	wordlist-1,wordlist-2
vow	n	1	wordlist-1
voyage	n	1	wordlist-2
voyage	v	1	wordlist-2
vs.	abbr	2	wordlist-1,wordlist-2
vulnerability	n	1	wordlist-2
vulnerable	adj	1	wordlist-2
wage	n	1	wordlist-1
wait up	phrv	1	wordlist-3
waiter	n	1	wordlist-3
wake up	phrv	3	wordlist-1,wordlist-2,wordlist-3
wallet	n	3	wordlist-1,wordlist-2,wordlist-3
wallpaper	n	2	wordlist-1,wordlist-2
wallpaper	v	1	wordlist-2
wander	v	2	wordlist-1,wordlist-2
war	n	1	wordlist-1
ward	n	3	wordlist-1,wordlist-2,wordlist-3
wardrobe	n	3	wordlist-1,wordlist-2,wordlist-3
warehouse	n	3	wordlist-1,wordlist-2,wordlist-3
warm	adj	1	wordlist-1
warm	v	1	wordlist-1
warm up	phrv	2	wordlist-1,wordlist-2
warmth	n	2	wordlist-1,wordlist-2
warn	v	1	wordlist-1
warning	n	1	wordlist-1
warrant	n	1	wordlist-2
wary	adj	1	wordlist-2
wash away	phrv	1	wordlist-1
wash up	phrv	2	wordlist-1,wordlist-3
washable	adj	1	wordlist-1
washing machine	n	1	wordlist-1
waste	n	1	wordlist-1
watch	n	1	wordlist-3
watch	v	2	wordlist-1,wordlist-3
watch out	phrv	1	wordlist-3
waterfall	n	2	wordlist-1,wordlist-2
waterfront	n	1	wordlist-2
waterproof	adj	3	wordlist-1,wordlist-2,wordlist-3
watershed	n	1	wordlist-3
wave	n	2	wordlist-1,wordlist-2
wax	n	1	wordlist-1
weak	adj	1	wordlist-1
wealth	n	1	wordlist-1
weapon	n	2	wordlist-1,wordlist-2
wear out	phrv	1	wordlist-1
weather	n	1	wordlist-1
weave	n	1	wordlist-3
weave	v	1	wordlist-2
webpage	n	1	wordlist-3
website	n	2	wordlist-1,wordlist-3
wedding	n	1	wordlist-1
wedge	n	1	wordlist-2
wedge	v	1	wordlist-2
weed	n	3	wordlist-1,wordlist-2,wordlist-3
weed	v	3	wordlist-1,wordlist-2,wordlist-3
weekly	adj	1	wordlist-2
weekly	adv	1	wordlist-2
weigh	v	1	wordlist-3
weight	n	2	wordlist-1,wordlist-3
weird	adj	2	wordlist-2,wordlist-3
weirdly	adv	2	wordlist-2,wordlist-3
welcome	interj	2	wordlist-2,wordlist-3
welcome	n	1	wordlist-2
welfare	n	2	wordlist-1,wordlist-2
well	interj	1	wordlist-3
well done	phr	1	wordlist-3
wellness	n	1	wordlist-3
western	adj	1	wordlist-1
wet	adj	1	wordlist-1
whale	n	1	wordlist-3
wharf	n	1	wordlist-3
whatever	det	2	wordlist-2,wordlist-3
whatever	pron	2	wordlist-2,wordlist-3
whatsoever	det	1	wordlist-2
whatsoever	pron	1	wordlist-2
wheat	n	2	wordlist-2,wordlist-3
wheel	n	1	wordlist-1
wheelchair	n	2	wordlist-1,wordlist-2
whereas	conj	3	wordlist-1,wordlist-2,wordlist-3
whereby	conj	1	wordlist-2
whereby	pron	1	wordlist-2
wherever	pron	1	wordlist-2
whether	conj	2	wordlist-1,wordlist-3
whichever	det	2	wordlist-2,wordlist-3
whichever	pron	2	wordlist-2,wordlist-3
while	conj	2	wordlist-1,wordlist-3
whilst	conj	2	wordlist-2,wordlist-3
whimsical	adj	1	wordlist-2
whirlwind	n	1	wordlist-2
whisk	n	2	wordlist-2,wordlist-3
whisk	v	3	wordlist-1,wordlist-2,wordlist-3
whisper	n	2	wordlist-1,wordlist-2
whisper	v	2	wordlist-1,wordlist-2
whoever	pron	2	wordlist-2,wordlist-3
wholesale	adj	2	wordlist-1,wordlist-2
wholesale	adv	1	wordlist-2
wholesale	n	1	wordlist-2
