headword	pos	band	source	status	added	note
tire	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=3)
ugh	interj	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=4)
ultimately	adv	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
uncertain	adj	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
unconscious	adj	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
underneath	prep	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=3)
uneven	adj	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
unfold	v	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
unique	adj	2	band	pending	2026-09-16	panel median 2 (wordlist-1=2,wordlist-2=2,wordlist-3=2)
unlike	prep	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
unpaid	adj	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
unplug	v	3	band	pending	2026-09-16	panel median 3 (wordlist-1=4,wordlist-2=3,wordlist-3=3)
untie	v	3	band	pending	2026-09-16	panel median 3 (wordlist-1=4,wordlist-2=3,wordlist-3=3)
unusual	adj	2	band	pending	2026-09-16	panel median 2 (wordlist-1=2,wordlist-2=2,wordlist-3=2)
unusually	adv	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=2)
unwrap	v	3	band	pending	2026-09-16	panel median 3 (wordlist-1=4,wordlist-2=3,wordlist-3=3)
upbringing	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=2)
update	n	2	band	pending	2026-09-16	panel median 2 (wordlist-1=2,wordlist-2=2,wordlist-3=2)
update	v	2	band	pending	2026-09-16	panel median 2 (wordlist-1=2,wordlist-2=2,wordlist-3=2)
urban	adj	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
urine	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=4,wordlist-2=3,wordlist-3=3)
url	abbr	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
username	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=3)
utensil	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=4,wordlist-2=3,wordlist-3=3)
utterly	adv	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
vaccinate	v	3	band	pending	2026-09-16	panel median 3 (wordlist-1=4,wordlist-2=3,wordlist-3=3)
vaccine	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=3)
vacuum	v	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
vague	adj	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=2)
valid	adj	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2); referenced by good-adj
validate	v	3	band	pending	2026-09-16	panel median 3 (wordlist-1=4,wordlist-2=3,wordlist-3=3)
valuable	adj	2	band	pending	2026-09-16	panel median 2 (wordlist-1=2,wordlist-2=2,wordlist-3=2)
van	n	2	band	pending	2026-09-16	panel median 2 (wordlist-1=2,wordlist-2=2,wordlist-3=2)
variable	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=3)
vast	adj	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
vegan	adj	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=3)
vegan	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
vegetarian	adj	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=3)
vegetarian	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=3)
vegetation	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=4,wordlist-2=3,wordlist-3=3)
velvet	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=4,wordlist-2=3,wordlist-3=3)
venue	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=3)
versus	prep	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
vertical	adj	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
vest	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
vine	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
vinegar	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
violate	v	3	band	pending	2026-09-16	panel median 3 (wordlist-1=4,wordlist-2=3,wordlist-3=3)
violation	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
vip	abbr	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=3)
virtual	adj	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
virtually	adv	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
visa	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=3)
visual	adj	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
vital	adj	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
vitamin	n	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
vivid	adj	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
vocabulary	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=3)
volcano	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
volunteer	n	2	band	pending	2026-09-16	panel median 2 (wordlist-1=2,wordlist-2=2,wordlist-3=2)
volunteer	v	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
vomit	v	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
voyage	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=4,wordlist-2=3,wordlist-3=3)
vs	abbr	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=4)
wallpaper	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
wander	v	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=2)
ward	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
wardrobe	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=3)
warehouse	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3); referenced by house-n
warm up	phrv	2	band	pending	2026-09-16	panel median 2 (wordlist-1=2,wordlist-2=2,wordlist-3=2)
warmth	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
waterproof	adj	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3); referenced by water-n
weird	adj	2	band	pending	2026-09-16	panel median 2 (wordlist-1=2,wordlist-2=1,wordlist-3=2)
weirdly	adv	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
welfare	n	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
whichever	det	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
whichever	pron	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
whisk	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=4,wordlist-2=3,wordlist-3=3)
whisk	v	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
whoever	pron	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=3)
wholesale	adj	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
whoops	interj	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=4)
wilderness	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=3)
wildlife	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=3)
wireless	adj	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=2,wordlist-3=4)
wonderfully	adv	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=2)
woolen	adj	3	band	pending	2026-09-16	panel median 3 (wordlist-1=4,wordlist-2=3,wordlist-3=3)
workforce	n	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
workplace	n	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
worship	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=2)
worship	v	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=2)
worthwhile	adj	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
wrestling	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=2)
wrinkle	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=4)
x-ray	n	2	band	done	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
yay	interj	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
yield	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=2)
yield	v	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
yogurt	n	2	band	pending	2026-09-16	panel median 2 (wordlist-1=3,wordlist-2=2,wordlist-3=2)
you are welcome	phr	2	band	pending	2026-09-16	panel median 2 (wordlist-1=2,wordlist-2=1,wordlist-3=2)
yuck	interj	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=2)
zipper	n	3	band	pending	2026-09-16	panel median 3 (wordlist-1=3,wordlist-2=3,wordlist-3=2)
advice	n	2	owner	done	2026-09-16	seed set (founding session)
each other	pron	1	owner	done	2026-09-16	seed set (founding session)
favorite	adj	2	owner	done	2026-09-16	seed set (founding session)
in spite of	prep	2	owner	done	2026-09-16	seed set (founding session)
o'clock	adv	2	owner	done	2026-09-16	seed set (founding session)
record	v	1	owner	done	2026-09-16	seed set (founding session)
shit	n	3	owner	done	2026-09-16	seed set (founding session)
accompany	v	3	crossref	pending	2026-09-16	referenced by see-v
account for	phrv	3	crossref	pending	2026-09-16	referenced by explain-v
address	v	3	crossref	pending	2026-09-16	referenced by speak-v
advisable	adj	3	family	pending	2026-09-16	referenced by advice-n
advise	v	3	crossref	pending	2026-09-16	referenced by advice-n
adviser	n	3	family	pending	2026-09-16	referenced by advice-n
advisory	adj	3	family	pending	2026-09-16	referenced by advice-n
ancient	adj	3	crossref	pending	2026-09-16	referenced by old-adj
antique	adj	3	crossref	pending	2026-09-16	referenced by old-adj
anyhow	adv	3	crossref	pending	2026-09-16	referenced by anyway-adv; referenced by any-det
anytime	adv	3	family	pending	2026-09-16	referenced by time-n
applause	n	3	crossref	pending	2026-09-16	referenced by hand-n
array	n	3	crossref	pending	2026-09-16	referenced by bank-n
aspect	n	3	crossref	pending	2026-09-16	referenced by way-n
bank holiday	n	3	family	pending	2026-09-16	referenced by bank-n
bank on	phrv	3	family	pending	2026-09-16	referenced by bank-n
bank	v	3	family	pending	2026-09-16	referenced by bank-n
bankable	adj	3	family	pending	2026-09-16	referenced by bank-n
banker	n	3	family	pending	2026-09-16	referenced by bank-n
banking	n	3	family	pending	2026-09-16	referenced by bank-n
banknote	n	3	family	pending	2026-09-16	referenced by bank-n
bankruptcy	n	3	family	pending	2026-09-16	referenced by bank-n
because of	prep	3	crossref	pending	2026-09-16	referenced by because-conj
bedtime	n	3	family	pending	2026-09-16	referenced by time-n
beforehand	adv	3	family	pending	2026-09-16	referenced by hand-n
being	n	3	family	pending	2026-09-16	referenced by be-v
best	adj	3	family	pending	2026-09-16	referenced by good-adj
better	adj	3	family	pending	2026-09-16	referenced by good-adj
borrower	n	3	family	pending	2026-09-16	referenced by borrow-v
borrowing	n	3	family	pending	2026-09-16	referenced by borrow-v
broadcast	v	3	crossref	pending	2026-09-16	referenced by run-v
bullshit	n	3	crossref	pending	2026-09-16	referenced by shit-n
capture	v	3	crossref	pending	2026-09-16	referenced by take-v
care for	phrv	3	crossref	pending	2026-09-16	referenced by look-after-phrv
cd	n	3	crossref	pending	2026-09-16	referenced by record-n
chairperson	n	3	family	pending	2026-09-16	referenced by person-n
chamber	n	3	crossref	pending	2026-09-16	referenced by house-n
chat	v	3	crossref	pending	2026-09-16	referenced by talk-v
chief	adj	3	crossref	pending	2026-09-16	referenced by main-adj
chief	n	3	crossref	pending	2026-09-16	referenced by head-n
childhood	n	3	family	pending	2026-09-16	referenced by child-n
childish	adj	3	family	pending	2026-09-16	referenced by child-n
childless	adj	3	family	pending	2026-09-16	referenced by child-n
childlike	adj	3	family	pending	2026-09-16	referenced by child-n
claim	v	3	crossref	pending	2026-09-16	referenced by say-v
colored	adj	3	family	pending	2026-09-16	referenced by color-n
colorful	adj	3	family	pending	2026-09-16	referenced by color-n
coloring	n	3	family	pending	2026-09-16	referenced by color-n
colorless	adj	3	family	pending	2026-09-16	referenced by color-n
content	adj	3	crossref	pending	2026-09-16	referenced by happy-adj
converse	v	3	crossref	pending	2026-09-16	referenced by talk-v
cop	n	3	crossref	pending	2026-09-16	referenced by police-n
crap	n	3	crossref	pending	2026-09-16	referenced by shit-n
currency	n	3	crossref	pending	2026-09-16	referenced by money-n
dash	v	3	crossref	pending	2026-09-16	referenced by run-v
daytime	n	3	family	pending	2026-09-16	referenced by time-n
detect	v	3	crossref	pending	2026-09-16	referenced by pick-up-phrv
dis	prefix	3	crossref	pending	2026-09-16	referenced by un-prefix
discolor	v	3	family	pending	2026-09-16	referenced by color-n
doer	n	3	family	pending	2026-09-16	referenced by do-v
doghouse	n	3	family	pending	2026-09-16	referenced by house-n
doorway	n	3	family	pending	2026-09-16	referenced by way-n
dynasty	n	3	crossref	pending	2026-09-16	referenced by house-n
elder	adj	3	family	pending	2026-09-16	referenced by old-adj
embankment	n	3	family	pending	2026-09-16	referenced by bank-n
empty handed	adj	3	family	pending	2026-09-16	referenced by hand-n
enjoyable	adj	3	crossref	pending	2026-09-16	referenced by good-adj
ensure	v	3	crossref	pending	2026-09-16	referenced by see-v
equal	v	3	crossref	pending	2026-09-16	referenced by make-v
even though	conj	3	crossref	pending	2026-09-16	referenced by in-spite-of-prep
evil	adj	3	crossref	pending	2026-09-16	referenced by good-adj
excrement	n	3	crossref	pending	2026-09-16	referenced by shit-n
experience	v	3	crossref	pending	2026-09-16	referenced by see-v
explain away	phrv	3	family	pending	2026-09-16	referenced by explain-v
explanatory	adj	3	family	pending	2026-09-16	referenced by explain-v
extend	v	3	crossref	pending	2026-09-16	referenced by run-v
familial	adj	3	family	pending	2026-09-16	referenced by family-n
farmhouse	n	3	family	pending	2026-09-16	referenced by house-n
favor	n	3	family	pending	2026-09-16	referenced by favorite-adj
favorite	n	3	family	pending	2026-09-16	referenced by favorite-adj
favoritism	n	3	family	pending	2026-09-16	referenced by favorite-adj
fetch	v	3	crossref	pending	2026-09-16	referenced by take-v
film	v	3	crossref	pending	2026-09-16	referenced by record-v
firsthand	adj	3	family	pending	2026-09-16	referenced by hand-n
fist	n	3	crossref	pending	2026-09-16	referenced by hand-n
flat	n	3	crossref	pending	2026-09-16	referenced by house-n
flee	v	3	crossref	pending	2026-09-16	referenced by run-v
forehead	n	3	family	pending	2026-09-16	referenced by head-n
foresee	v	3	family	pending	2026-09-16	referenced by see-v
foretell	v	3	family	pending	2026-09-16	referenced by tell-v
freeway	n	3	family	pending	2026-09-16	referenced by way-n
frightened	adj	3	crossref	pending	2026-09-16	referenced by afraid-adj
full time	adj	3	family	pending	2026-09-16	referenced by time-n
fund	n	3	crossref	pending	2026-09-16	referenced by money-n
gateway	n	3	family	pending	2026-09-16	referenced by way-n
get together	n	3	family	pending	2026-09-16	referenced by get-v
getaway	n	3	family	pending	2026-09-16	referenced by get-v
give in	phrv	3	crossref	pending	2026-09-16	referenced by give-up-phrv
glad	adj	3	crossref	pending	2026-09-16	referenced by happy-adj
go ahead	n	3	family	pending	2026-09-16	referenced by go-v
go getter	n	3	family	pending	2026-09-16	referenced by go-v
go	n	3	family	pending	2026-09-16	referenced by go-v
going	adj	3	family	pending	2026-09-16	referenced by go-v
going	n	3	family	pending	2026-09-16	referenced by go-v
gone	adj	3	family	pending	2026-09-16	referenced by go-v
good	n	3	family	pending	2026-09-16	referenced by good-adj
goodness	n	3	family	pending	2026-09-16	referenced by good-adj
gossip	v	3	crossref	pending	2026-09-16	referenced by talk-v
guesthouse	n	3	family	pending	2026-09-16	referenced by house-n
guidance	n	3	crossref	pending	2026-09-16	referenced by advice-n
halfway	adv	3	family	pending	2026-09-16	referenced by way-n; referenced by half-det
hand	v	3	family	pending	2026-09-16	referenced by hand-n
handbook	n	3	family	pending	2026-09-16	referenced by hand-n
handcuffs	n	3	family	pending	2026-09-16	referenced by hand-n
handful	n	3	family	pending	2026-09-16	referenced by hand-n
handheld	adj	3	family	pending	2026-09-16	referenced by hand-n
handmade	adj	3	family	pending	2026-09-16	referenced by hand-n
handout	n	3	family	pending	2026-09-16	referenced by hand-n
hands off	adj	3	family	pending	2026-09-16	referenced by hand-n
hands on	adj	3	family	pending	2026-09-16	referenced by hand-n
handshake	n	3	family	pending	2026-09-16	referenced by hand-n
handwriting	n	3	crossref	pending	2026-09-16	referenced by hand-n
handy	adj	3	family	pending	2026-09-16	referenced by hand-n
happily	adv	3	family	pending	2026-09-16	referenced by happy-adj
happiness	n	3	family	pending	2026-09-16	referenced by happy-adj
head start	n	3	family	pending	2026-09-16	referenced by head-n
head teacher	n	3	family	pending	2026-09-16	referenced by head-n
head	v	3	family	pending	2026-09-16	referenced by head-n
headache	n	3	family	pending	2026-09-16	referenced by head-n
headband	n	3	family	pending	2026-09-16	referenced by head-n
headcount	n	3	family	pending	2026-09-16	referenced by head-n
header	n	3	family	pending	2026-09-16	referenced by head-n
headfirst	adv	3	family	pending	2026-09-16	referenced by head-n
heading	n	3	family	pending	2026-09-16	referenced by head-n
headlight	n	3	family	pending	2026-09-16	referenced by head-n
headphones	n	3	family	pending	2026-09-16	referenced by head-n
heads up	n	3	family	pending	2026-09-16	referenced by head-n
headscarf	n	3	family	pending	2026-09-16	referenced by head-n
headset	n	3	family	pending	2026-09-16	referenced by head-n
headstrong	adj	3	family	pending	2026-09-16	referenced by head-n
headway	n	3	family	pending	2026-09-16	referenced by head-n
house	v	3	family	pending	2026-09-16	referenced by house-n
houseboat	n	3	family	pending	2026-09-16	referenced by house-n
housebound	adj	3	family	pending	2026-09-16	referenced by house-n
householder	n	3	family	pending	2026-09-16	referenced by house-n
housekeeper	n	3	family	pending	2026-09-16	referenced by house-n
housekeeping	n	3	family	pending	2026-09-16	referenced by house-n
housemate	n	3	family	pending	2026-09-16	referenced by house-n
houseplant	n	3	family	pending	2026-09-16	referenced by house-n
housewarming	n	3	family	pending	2026-09-16	referenced by house-n
housewife	n	3	family	pending	2026-09-16	referenced by house-n
housework	n	3	family	pending	2026-09-16	referenced by house-n
housing	n	3	family	pending	2026-09-16	referenced by house-n
huge	adj	3	crossref	pending	2026-09-16	referenced by big-adj
human	n	3	crossref	pending	2026-09-16	referenced by person-n
hurry	v	3	crossref	pending	2026-09-16	referenced by run-v
impersonal	adj	3	family	pending	2026-09-16	referenced by person-n
in house	adj	3	family	pending	2026-09-16	referenced by house-n
in	prefix	3	crossref	pending	2026-09-16	referenced by un-prefix
individual	n	3	crossref	pending	2026-09-16	referenced by person-n
inexplicable	adj	3	family	pending	2026-09-16	referenced by explain-v
informative	adj	3	family	pending	2026-09-16	referenced by information-n
informed	adj	3	family	pending	2026-09-16	referenced by information-n
instruct	v	3	crossref	pending	2026-09-16	referenced by tell-v
intake	n	3	family	pending	2026-09-16	referenced by take-v
ity	suffix	3	crossref	pending	2026-09-16	referenced by ness-suffix
jog	v	3	crossref	pending	2026-09-16	referenced by run-v
kid	n	3	crossref	pending	2026-09-16	referenced by child-n
laborer	n	3	crossref	pending	2026-09-16	referenced by hand-n
last	v	3	crossref	pending	2026-09-16	referenced by run-v
left handed	adj	3	family	pending	2026-09-16	referenced by hand-n
lender	n	3	family	pending	2026-09-16	referenced by lend-v
lending	n	3	family	pending	2026-09-16	referenced by lend-v
lifetime	n	3	family	pending	2026-09-16	referenced by time-n
lighthouse	n	3	family	pending	2026-09-16	referenced by house-n
loan	v	3	crossref	pending	2026-09-16	referenced by lend-v
lone	adj	3	family	pending	2026-09-16	referenced by alone-adj
longtime	adj	3	family	pending	2026-09-16	referenced by time-n
lunchtime	n	3	family	pending	2026-09-16	referenced by time-n
main	n	3	family	pending	2026-09-16	referenced by main-adj
mainland	n	3	family	pending	2026-09-16	referenced by main-adj
maintain	v	3	crossref	pending	2026-09-16	referenced by look-after-phrv
make	n	3	family	pending	2026-09-16	referenced by make-v
makeover	n	3	family	pending	2026-09-16	referenced by make-v
